id,created_at,source,possibly_sensitive,lang,public_metrics,text,conversation_id,reply_settings,author_id,context_annotations,entities,geo,referenced_tweets,in_reply_to_user_id,attachments
1520270762988515328,2022-04-30T05:16:09.000Z,Twitter for iPhone,False,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 315 2/6

⬛🟩⬛🟨⬛
🟩🟩🟩🟩🟩",1520270762988515328,everyone,22780980,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520270759435845639,2022-04-30T05:16:08.000Z,Twitter for iPhone,False,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 315 4/6

⬛🟩⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩",1520270759435845639,everyone,3351311512,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520270747754811392,2022-04-30T05:16:06.000Z,Twitter for iPhone,False,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 315 4/6

🟨⬜⬜⬜⬜
⬜⬜⬜🟨🟩
🟩⬜🟨⬜🟩
🟩🟩🟩🟩🟩 It was challenging but I pulled it off… #Wordle315",1520270747754811392,everyone,26690184,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'hashtags': [{'start': 80, 'end': 90, 'tag': 'Wordle315'}]}",,,,
1520270740318298113,2022-04-30T05:16:04.000Z,Twitter for iPhone,False,ar,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 315 5/6

🟨⬜⬜⬜🟨
⬜⬜🟩⬜⬜
⬜⬜🟩⬜⬜
⬜🟨🟨🟩⬜
🟩🟩🟩🟩🟩
تلميح! لها علاقة بالحشرات ومراحلها🦦",1520270740318298113,everyone,1519480856213082112,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520270739198423041,2022-04-30T05:16:04.000Z,Twitter for iPhone,False,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 315 4/6

⬛⬛⬛🟨🟨
⬛🟨🟨⬛⬛
⬛🟩⬛⬛🟨
🟩🟩🟩🟩🟩",1520270739198423041,everyone,38526116,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520270712967249921,2022-04-30T05:15:57.000Z,Twitter for iPhone,False,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 315 6/6

⬜⬜⬜⬜⬜
🟨⬜⬜⬜⬜
⬜🟩⬜⬜⬜
⬜🟩⬜⬜⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",1520270712967249921,everyone,28390422,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520270701843914752,2022-04-30T05:15:55.000Z,Twitter for iPhone,False,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}","I have nothing good to say about this … Wordle 315 6/6

⬛🟨🟨⬛⬛
🟨🟩⬛⬛⬛
⬛🟩⬛⬛🟨
⬛🟩🟩⬛⬛
⬛🟩⬛🟩⬛
🟩🟩🟩🟩🟩",1520270701843914752,everyone,14827129,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520270695514710016,2022-04-30T05:15:53.000Z,Twitter for Android,False,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 315 5/6*
A tricky one for sure
🟨⬛🟨⬛⬛
🟨🟩⬛⬛⬛
⬛🟩⬛🟨⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",1520270695514710016,everyone,286445483,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520270656222515200,2022-04-30T05:15:44.000Z,Twitter for iPhone,False,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 315 6/6

⬛🟨⬛⬛⬛
🟨🟩⬛⬛⬛
⬛🟩⬛🟨⬛
⬛🟩🟩⬛⬛
⬛🟩🟩🟨⬛
🟩🟩🟩🟩🟩",1520270656222515200,everyone,97627326,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520270649683554305,2022-04-30T05:15:42.000Z,Twitter Web App,False,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 315 5/6

⬛⬛🟨🟨⬛
🟨🟨⬛⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",1520270649683554305,everyone,1501201250729304065,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520270645375819776,2022-04-30T05:15:41.000Z,Twitter for Android,False,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 315 6/6

⬛⬛⬛⬛⬛
⬛🟩⬛⬛⬛
⬛⬛⬛⬛⬛
⬛🟨⬛⬛🟨
🟩🟩⬛🟨🟨
🟩🟩🟩🟩🟩",1520270645375819776,everyone,134389364,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520270645208272896,2022-04-30T05:15:41.000Z,Twitter Web App,False,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Got it Wordle 315 4/6

🟨⬜⬜⬜⬜
⬜🟩🟨⬜⬜
⬜🟩⬜🟩⬜
🟩🟩🟩🟩🟩",1520270645208272896,everyone,79772635,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520270645145346051,2022-04-30T05:15:41.000Z,Twitter for iPhone,False,en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}","Wordle 315 6/6

🟩⬛⬛⬛⬛
🟩⬛⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩⬛⬛🟨
🟩🟩⬛🟨🟩
🟩🟩🟩🟩🟩",1520270645145346051,everyone,3196738891,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520270632755535872,2022-04-30T05:15:38.000Z,Twitter for Android,False,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 315 5/6*

⬜⬜⬜🟨⬜
⬜🟩⬜⬜⬜
⬜🟩⬜⬜⬜
⬜🟩🟨🟨⬜
🟩🟩🟩🟩🟩",1520270632755535872,everyone,1352073738485858305,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520270622777036800,2022-04-30T05:15:36.000Z,Twitter for iPhone,False,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 315 4/6

🟩⬛⬛⬛⬛
🟩⬛⬛🟨🟩
🟩⬛⬛🟨🟩
🟩🟩🟩🟩🟩",1520270622777036800,everyone,966394655674912769,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520270614405447680,2022-04-30T05:15:34.000Z,Twitter Web App,False,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}","Wordle 315 4/6

⬛⬛🟨⬛⬛
🟨🟨⬛🟩⬛
⬛🟩⬛🟨⬛
🟩🟩🟩🟩🟩

#Wordle315 https://t.co/DunKhCOnZr",1520270614405447680,everyone,2310369878,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/DunKhCOnZr', 'expanded_url': 'https://twitter.com/nitishkumartt/status/1519909438668546050', 'display_url': 'twitter.com/nitishkumartt/…'}], 'hashtags': [{'start': 41, 'end': 51, 'tag': 'Wordle315'}]}",,"[{'type': 'quoted', 'id': '1519909438668546050'}]",,
1520270608050892800,2022-04-30T05:15:32.000Z,Twitter for iPhone,False,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","@elizaorlins Wordle 315 4/6

⬛🟨🟨⬛⬛
🟨⬛⬛⬛🟨
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",1520266021562720258,everyone,2365618980,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'mentions': [{'start': 0, 'end': 12, 'username': 'elizaorlins', 'id': '7391432'}]}",,"[{'type': 'replied_to', 'id': '1520266021562720258'}]",7391432,
1520270606259924993,2022-04-30T05:15:32.000Z,Twitter for iPad,False,en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","Wordle 315 6/6

⬜⬜⬜🟨⬜
⬜⬜🟨⬜⬜
🟨⬜🟨🟨⬜
🟨🟨⬜⬜🟩
🟨🟩⬜⬜🟩
🟩🟩🟩🟩🟩",1520270606259924993,everyone,770032045,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520270600769581058,2022-04-30T05:15:31.000Z,Twitter for Android,False,und,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","🟨⬜⬜⬜⬜
⬜🟩⬜⬜🟨
⬜🟩🟩⬜⬜
🟩🟩🟩🟩🟩

#Wordle
#Wordle315 4/6",1520270600769581058,everyone,2284001166,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'hashtags': [{'start': 25, 'end': 32, 'tag': 'Wordle'}, {'start': 33, 'end': 43, 'tag': 'Wordle315'}]}",,,,
1520270589352685569,2022-04-30T05:15:28.000Z,Twitter Web App,False,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@maximumPango There. Fuck.
Wordle 315 6/6

⬜⬜🟨🟨⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",1520255436737417216,everyone,148084997,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'mentions': [{'start': 0, 'end': 13, 'username': 'maximumPango', 'id': '920465604951252992'}]}",,"[{'type': 'replied_to', 'id': '1520258541415718913'}]",148084997,
1520270584831266816,2022-04-30T05:15:27.000Z,Twitter for iPhone,False,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 315 6/6

bye 

⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",1520270584831266816,everyone,798933104,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520270582910267394,2022-04-30T05:15:26.000Z,Twitter Web App,False,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #114 6/6

🟨⬜⬜⬜⬜
⬜⬜🟨⬜🟨
⬜🟨🟨⬜🟨
🟩🟩⬜⬜🟩
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩",1520270582910267394,everyone,3067824916,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520270578413981702,2022-04-30T05:15:25.000Z,Twitter for iPhone,False,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 315 3/6

🟨🟨⬛🟩⬛
⬛⬛🟨🟨⬛
🟩🟩🟩🟩🟩",1520270578413981702,everyone,189548517,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520270576987824128,2022-04-30T05:15:25.000Z,Twitter for Android,False,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 315 4/6

🟩⬛⬛⬛⬛
🟩⬛🟨🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",1520270576987824128,everyone,3221225349,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520270563960307712,2022-04-30T05:15:22.000Z,Twitter for iPhone,False,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Wordle 315 4/6

⬛🟩⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩🟩⬛🟨
🟩🟩🟩🟩🟩",1520270563960307712,everyone,463906940,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520270563402567680,2022-04-30T05:15:22.000Z,Twitter for Android,False,tr,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle Türkçe 315 4/6

⬜⬜⬜🟨⬜
⬜🟨⬜🟨⬜
🟩⬜🟩⬜🟩
🟩🟩🟩🟩🟩

https://t.co/P4HUQWbGE9",1520270563402567680,everyone,341548901,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/P4HUQWbGE9', 'expanded_url': 'https://www.bundle.app/wordle-tr/', 'display_url': 'bundle.app/wordle-tr/'}]}",,,,
1520270542951047169,2022-04-30T05:15:17.000Z,Twitter Web App,False,en,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Wordle 315 6/6

⬜⬜⬜⬜🟨
🟨🟩⬜⬜⬜
⬜🟩⬜🟨⬜
⬜🟨⬜⬜⬜
⬜🟩🟩⬜🟩
🟩🟩🟩🟩🟩",1520270542951047169,everyone,71219424,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
1520270531123195906,2022-04-30T05:15:14.000Z,Twitter Web App,False,es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle (ES)  #114 6/6

⬜⬜⬜⬜🟨
⬜🟨⬜🟨⬜
⬜🟨🟨⬜🟨
🟩⬜🟨⬜🟨
🟩🟩⬜⬜🟩
🟩🟩🟩🟩🟩
 https://t.co/pdrjpHg2hQ 

Cuando la gente se había ido del estadio llegó el gol. @fdez_dani @AndyLC7 @Lex_cmm @mateosbaquedano",1520270531123195906,everyone,1092846437279457281,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]","{'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/pdrjpHg2hQ', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 141, 'end': 151, 'username': 'fdez_dani', 'id': '540255439'}, {'start': 152, 'end': 160, 'username': 'AndyLC7', 'id': '4198358656'}, {'start': 161, 'end': 169, 'username': 'Lex_cmm', 'id': '1090137788757041152'}, {'start': 170, 'end': 186, 'username': 'mateosbaquedano', 'id': '2734353707'}]}",,,,
1520270524806488064,2022-04-30T05:15:13.000Z,Twitter for iPhone,False,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Wordle 315 5/6

⬛⬛🟨⬛⬛
⬛🟩⬛🟨⬛
⬛🟩🟨⬛⬛
🟩🟩⬛⬛🟨
🟩🟩🟩🟩🟩",1520270524806488064,everyone,139799856,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",,,,,
